ID,Title,Difficulty,Category,Company Count,Companies,LeetCode Link,Topics
823,Number of Unique Good Subsequences,HARD,String,1,Oracle,https://leetcode.com/problems/number-of-unique-good-subsequences,"String, Dynamic Programming"
824,Number of Ways to Divide a Long Corridor,HARD,String,1,Zomato,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor,"Math, String, Dynamic Programming"
825,Smallest Substring With Identical Characters II,HARD,String,1,Salesforce,https://leetcode.com/problems/smallest-substring-with-identical-characters-ii,"String, Binary Search"
826,Special Binary String,HARD,String,1,NVIDIA,https://leetcode.com/problems/special-binary-string,"String, Recursion"
827,Stamping The Sequence,HARD,String,1,Morgan Stanley,https://leetcode.com/problems/stamping-the-sequence,"String, Stack, Greedy, Queue"
828,Strange Printer,HARD,String,1,Cisco,https://leetcode.com/problems/strange-printer,"String, Dynamic Programming"
829,Strong Password Checker,HARD,String,1,Flipkart,https://leetcode.com/problems/strong-password-checker,"String, Greedy, Heap (Priority Queue)"
830,Valid Palindrome III,HARD,String,1,Meta,https://leetcode.com/problems/valid-palindrome-iii,"String, Dynamic Programming"
831,Sqrt(x),EASY,Binary Search,14,Adobe | Amazon | Apple | Bloomberg | Citadel | Goldman Sachs | Google | Linkedln | Meta | Microsoft | NVIDIA | Oracle | Uber | Yahoo,https://leetcode.com/problems/sqrtx,"Math, Binary Search"
832,Closest Binary Search Tree Value,EASY,Binary Search,2,Meta | Snap,https://leetcode.com/problems/closest-binary-search-tree-value,"Binary Search, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
833,Two Sum IV - Input is a BST,EASY,Binary Search,2,Cisco | Goldman Sachs,https://leetcode.com/problems/two-sum-iv-input-is-a-bst,"Hash Table, Two Pointers, Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree"
834,Kth Largest Element in a Stream,EASY,Binary Search,1,Atlassian,https://leetcode.com/problems/kth-largest-element-in-a-stream,"Tree, Design, Binary Search Tree, Heap (Priority Queue), Binary Tree, Data Stream"
835,Range Sum of BST,EASY,Binary Search,1,Meta,https://leetcode.com/problems/range-sum-of-bst,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
836,Valid Perfect Square,EASY,Binary Search,1,Linkedln,https://leetcode.com/problems/valid-perfect-square,"Math, Binary Search"
837,Validate Binary Search Tree,MEDIUM,Binary Search,15,Adobe | Amazon | Apple | Bloomberg | Citadel | IBM | Linkedln | Meta | Microsoft | NVIDIA | Oracle | Salesforce | ServiceNow | Uber | Yahoo,https://leetcode.com/problems/validate-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
838,Unique Binary Search Trees,MEDIUM,Binary Search,7,Adobe | Amazon | Apple | Bloomberg | Microsoft | Snap | Yahoo,https://leetcode.com/problems/unique-binary-search-trees,"Math, Dynamic Programming, Tree, Binary Search Tree, Binary Tree"
839,Unique Binary Search Trees II,MEDIUM,Binary Search,7,Amazon | Apple | Bloomberg | Google | Meta | Microsoft | Uber,https://leetcode.com/problems/unique-binary-search-trees-ii,"Dynamic Programming, Backtracking, Tree, Binary Search Tree, Binary Tree"
840,Lowest Common Ancestor of a Binary Search Tree,MEDIUM,Binary Search,6,Google | Linkedln | Meta | Microsoft | Oracle | Twitter,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
841,Recover Binary Search Tree,MEDIUM,Binary Search,6,Amazon | Apple | Bloomberg | Google | Microsoft | Yahoo,https://leetcode.com/problems/recover-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
842,Kth Smallest Element in a BST,MEDIUM,Binary Search,5,Cisco | Google | Meta | Oracle | Uber,https://leetcode.com/problems/kth-smallest-element-in-a-bst,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
843,Convert Sorted List to Binary Search Tree,MEDIUM,Binary Search,4,Bloomberg | Meta | Microsoft | Uber,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree,"Linked List, Divide and Conquer, Tree, Binary Search Tree, Binary Tree"
844,Binary Search Tree Iterator,MEDIUM,Binary Search,2,Linkedln | Meta,https://leetcode.com/problems/binary-search-tree-iterator,"Stack, Tree, Design, Binary Search Tree, Binary Tree, Iterator"
845,Convert Binary Search Tree to Sorted Doubly Linked List,MEDIUM,Binary Search,2,Meta | NVIDIA,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list,"Linked List, Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree, Doubly-Linked List"
846,Delete Node in a BST,MEDIUM,Binary Search,2,Linkedln | Oracle,https://leetcode.com/problems/delete-node-in-a-bst,"Tree, Binary Search Tree, Binary Tree"
847,Maximum Value at a Given Index in a Bounded Array,MEDIUM,Binary Search,1,ByteDance,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array,"Math, Binary Search, Greedy"
848,Minimize the Maximum of Two Arrays,MEDIUM,Binary Search,1,Goldman Sachs,https://leetcode.com/problems/minimize-the-maximum-of-two-arrays,"Math, Binary Search, Number Theory"
849,Sum of Square Numbers,MEDIUM,Binary Search,1,Linkedln,https://leetcode.com/problems/sum-of-square-numbers,"Math, Two Pointers, Binary Search"
850,Tweet Counts Per Frequency,MEDIUM,Binary Search,1,Twitter,https://leetcode.com/problems/tweet-counts-per-frequency,"Hash Table, Binary Search, Design, Sorting, Ordered Set"
851,Closest Binary Search Tree Value II,HARD,Binary Search,2,Google | Linkedln,https://leetcode.com/problems/closest-binary-search-tree-value-ii,"Two Pointers, Stack, Tree, Depth-First Search, Binary Search Tree, Heap (Priority Queue), Binary Tree"
852,Data Stream as Disjoint Intervals,HARD,Binary Search,1,Databricks,https://leetcode.com/problems/data-stream-as-disjoint-intervals,"Binary Search, Design, Ordered Set"
853,Kth Smallest Number in Multiplication Table,HARD,Binary Search,1,DEShaw,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table,"Math, Binary Search"
854,Super Egg Drop,HARD,Binary Search,1,Goldman Sachs,https://leetcode.com/problems/super-egg-drop,"Math, Binary Search, Dynamic Programming"
855,Merge Two Sorted Lists,EASY,Linked List,21,Adobe | Amazon | Apple | Bloomberg | Flipkart | Goldman Sachs | Google | Intel | Intuit | Linkedln | Meta | Microsoft | Oracle | Salesforce | Snap | Snowflake | Swiggy | Uber | Visa | Walmart | Yahoo,https://leetcode.com/problems/merge-two-sorted-lists,"Linked List, Recursion"
856,Reverse Linked List,EASY,Linked List,18,Apple | Bloomberg | ByteDance | Cisco | Deolite | Google | JP Morgan | Meta | Microsoft | NVIDIA | Oracle | PayPal | Qualcomm | ServiceNow | Snap | Tesla | Twitter | Visa,https://leetcode.com/problems/reverse-linked-list,"Linked List, Recursion"
857,Linked List Cycle,EASY,Linked List,13,Amazon | Bloomberg | Cisco | DEShaw | Goldman Sachs | Intel | Microsoft | NVIDIA | Oracle | Qualcomm | Uber | Walmart | Yahoo,https://leetcode.com/problems/linked-list-cycle,"Hash Table, Linked List, Two Pointers"
858,Intersection of Two Linked Lists,EASY,Linked List,7,Apple | Bloomberg | Goldman Sachs | Linkedln | Microsoft | NVIDIA | Oracle,https://leetcode.com/problems/intersection-of-two-linked-lists,"Hash Table, Linked List, Two Pointers"
859,Remove Duplicates from Sorted List,EASY,Linked List,7,Adobe | Amazon | Apple | Bloomberg | Microsoft | NVIDIA | Oracle,https://leetcode.com/problems/remove-duplicates-from-sorted-list,Linked List
860,Palindrome Linked List,EASY,Linked List,6,Bloomberg | Intuit | Microsoft | Morgan Stanley | Oracle | ServiceNow,https://leetcode.com/problems/palindrome-linked-list,"Linked List, Two Pointers, Stack, Recursion"
861,Middle of the Linked List,EASY,Linked List,4,Goldman Sachs | Intuit | Qualcomm | Walmart,https://leetcode.com/problems/middle-of-the-linked-list,"Linked List, Two Pointers"
862,Convert Binary Number in a Linked List to Integer,EASY,Linked List,1,Salesforce,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer,"Linked List, Math"
863,Remove Linked List Elements,EASY,Linked List,1,Google,https://leetcode.com/problems/remove-linked-list-elements,"Linked List, Recursion"
864,LRU Cache,MEDIUM,Linked List,34,Adobe | Amazon | Apple | Bloomberg | ByteDance | Cisco | Citadel | Goldman Sachs | Google | IBM | Intel | Intuit | JP Morgan | Linkedln | Meta | Microsoft | Morgan Stanley | NVIDIA | Netflix | Oracle | Palantir | PayPal | Qualcomm | Salesforce | ServiceNow | Snap | Snowflake | Swiggy | Tesla | Twitter | Uber | Visa | Walmart | Yahoo,https://leetcode.com/problems/lru-cache,"Hash Table, Linked List, Design, Doubly-Linked List"
865,Add Two Numbers,MEDIUM,Linked List,16,Adobe | Amazon | Apple | Bloomberg | ByteDance | Cisco | Goldman Sachs | Google | Intel | Meta | Microsoft | NVIDIA | Oracle | Uber | Walmart | Yahoo,https://leetcode.com/problems/add-two-numbers,"Linked List, Math, Recursion"
866,Copy List with Random Pointer,MEDIUM,Linked List,14,Amazon | Bloomberg | Flipkart | Google | Intel | Meta | Microsoft | Morgan Stanley | NVIDIA | Oracle | Snowflake | Uber | Walmart | Yahoo,https://leetcode.com/problems/copy-list-with-random-pointer,"Hash Table, Linked List"
867,Rotate List,MEDIUM,Linked List,12,Adobe | Amazon | Apple | Bloomberg | Google | Linkedln | Meta | Microsoft | Morgan Stanley | NVIDIA | Oracle | Yahoo,https://leetcode.com/problems/rotate-list,"Linked List, Two Pointers"
868,Remove Nth Node From End of List,MEDIUM,Linked List,11,Adobe | Amazon | Apple | Bloomberg | Google | Meta | Microsoft | NVIDIA | Qualcomm | Uber | Yahoo,https://leetcode.com/problems/remove-nth-node-from-end-of-list,"Linked List, Two Pointers"
869,Swap Nodes in Pairs,MEDIUM,Linked List,11,Adobe | Amazon | Apple | Bloomberg | Google | Meta | Microsoft | PayPal | Qualcomm | Snowflake | Uber,https://leetcode.com/problems/swap-nodes-in-pairs,"Linked List, Recursion"
870,Populating Next Right Pointers in Each Node,MEDIUM,Linked List,10,Apple | Citadel | Flipkart | Google | Meta | Oracle | Salesforce | ServiceNow | Snowflake | Walmart,https://leetcode.com/problems/populating-next-right-pointers-in-each-node,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
871,Reverse Linked List II,MEDIUM,Linked List,10,Adobe | Amazon | Apple | Bloomberg | Google | Meta | Microsoft | NVIDIA | Uber | Yahoo,https://leetcode.com/problems/reverse-linked-list-ii,Linked List
872,Flatten Binary Tree to Linked List,MEDIUM,Linked List,8,Apple | Bloomberg | Google | Meta | PayPal | Salesforce | Uber | Yahoo,https://leetcode.com/problems/flatten-binary-tree-to-linked-list,"Linked List, Stack, Tree, Depth-First Search, Binary Tree"
873,Reorder List,MEDIUM,Linked List,7,Amazon | Goldman Sachs | Google | Linkedln | Snap | Uber | Yahoo,https://leetcode.com/problems/reorder-list,"Linked List, Two Pointers, Stack, Recursion"
874,Partition List,MEDIUM,Linked List,6,Adobe | Amazon | Apple | Bloomberg | Google | Microsoft,https://leetcode.com/problems/partition-list,"Linked List, Two Pointers"
875,Remove Duplicates from Sorted List II,MEDIUM,Linked List,6,Adobe | Amazon | Apple | Bloomberg | Google | Microsoft,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii,"Linked List, Two Pointers"
876,Delete Node in a Linked List,MEDIUM,Linked List,4,Google | NVIDIA | Oracle | PayPal,https://leetcode.com/problems/delete-node-in-a-linked-list,Linked List
877,Sort List,MEDIUM,Linked List,4,ByteDance | Oracle | Palantir | Yahoo,https://leetcode.com/problems/sort-list,"Linked List, Two Pointers, Divide and Conquer, Sorting, Merge Sort"
878,Design Authentication Manager,MEDIUM,Linked List,3,Linkedln | Oracle | Twitter,https://leetcode.com/problems/design-authentication-manager,"Hash Table, Linked List, Design, Doubly-Linked List"
879,Populating Next Right Pointers in Each Node II,MEDIUM,Linked List,3,Citadel | Snowflake | Walmart,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
880,Design Twitter,MEDIUM,Linked List,2,PayPal | Twitter,https://leetcode.com/problems/design-twitter,"Hash Table, Linked List, Design, Heap (Priority Queue)"
881,Merge In Between Linked Lists,MEDIUM,Linked List,2,Oracle | PayPal,https://leetcode.com/problems/merge-in-between-linked-lists,Linked List
882,Swapping Nodes in a Linked List,MEDIUM,Linked List,2,NVIDIA | Snowflake,https://leetcode.com/problems/swapping-nodes-in-a-linked-list,"Linked List, Two Pointers"
883,Double a Number Represented as a Linked List,MEDIUM,Linked List,1,NVIDIA,https://leetcode.com/problems/double-a-number-represented-as-a-linked-list,"Linked List, Math, Stack"
884,Flatten a Multilevel Doubly Linked List,MEDIUM,Linked List,1,Bloomberg,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list,"Linked List, Depth-First Search, Doubly-Linked List"
885,Insert into a Sorted Circular Linked List,MEDIUM,Linked List,1,Meta,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list,Linked List
886,Insertion Sort List,MEDIUM,Linked List,1,Google,https://leetcode.com/problems/insertion-sort-list,"Linked List, Sorting"
887,Linked List Cycle II,MEDIUM,Linked List,1,Amazon,https://leetcode.com/problems/linked-list-cycle-ii,"Hash Table, Linked List, Two Pointers"
888,Linked List Random Node,MEDIUM,Linked List,1,NVIDIA,https://leetcode.com/problems/linked-list-random-node,"Linked List, Math, Reservoir Sampling, Randomized"
889,Remove Zero Sum Consecutive Nodes from Linked List,MEDIUM,Linked List,1,ByteDance,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list,"Hash Table, Linked List"
890,Merge k Sorted Lists,HARD,Linked List,22,Adobe | Amazon | Apple | Bloomberg | ByteDance | Cisco | Citadel | Dell | Deolite | Google | Linkedln | Meta | Microsoft | NVIDIA | Oracle | Palantir | Salesforce | Snowflake | Twitter | Uber | Walmart | Yahoo,https://leetcode.com/problems/merge-k-sorted-lists,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort"
891,Reverse Nodes in k-Group,HARD,Linked List,15,Adobe | Amazon | Apple | Bloomberg | DEShaw | Google | Meta | Microsoft | Qualcomm | Salesforce | Snowflake | Tesla | Visa | Walmart | Yahoo,https://leetcode.com/problems/reverse-nodes-in-kgroup,"Linked List, Recursion"
892,LFU Cache,HARD,Linked List,11,Amazon | Citadel | Google | Oracle | PayPal | Salesforce | ServiceNow | Uber | Visa | Walmart | Zomato,https://leetcode.com/problems/lfu-cache,"Hash Table, Linked List, Design, Doubly-Linked List"
893,Max Stack,HARD,Linked List,3,Linkedln | Snap | Walmart,https://leetcode.com/problems/max-stack,"Linked List, Stack, Design, Doubly-Linked List, Ordered Set"
894,All O`one Data Structure,HARD,Linked List,2,Atlassian | Linkedln,https://leetcode.com/problems/all-oone-data-structure,"Hash Table, Linked List, Design, Doubly-Linked List"
895,Design Skiplist,HARD,Linked List,1,Twitter,https://leetcode.com/problems/design-skiplist,"Linked List, Design"
896,Binary Tree Inorder Traversal,EASY,Stack,7,Adobe | Amazon | Apple | Bloomberg | Meta | Microsoft | Uber,https://leetcode.com/problems/binary-tree-inorder-traversal,"Stack, Tree, Depth-First Search, Binary Tree"
897,Implement Stack using Queues,EASY,Stack,5,DEShaw | Goldman Sachs | Google | Microsoft | Oracle,https://leetcode.com/problems/implement-stack-using-queues,"Stack, Design, Queue"
898,Implement Queue using Stacks,EASY,Stack,4,Apple | Netflix | Oracle | Qualcomm,https://leetcode.com/problems/implement-queue-using-stacks,"Stack, Design, Queue"
899,Binary Tree Preorder Traversal,EASY,Stack,2,Salesforce | Yahoo,https://leetcode.com/problems/binary-tree-preorder-traversal,"Stack, Tree, Depth-First Search, Binary Tree"
900,Binary Tree Postorder Traversal,EASY,Stack,1,Google,https://leetcode.com/problems/binary-tree-postorder-traversal,"Stack, Tree, Depth-First Search, Binary Tree"
901,Min Stack,MEDIUM,Stack,18,Amazon | Apple | Bloomberg | Cisco | Google | Intuit | Linkedln | Microsoft | Morgan Stanley | NVIDIA | Oracle | PayPal | Salesforce | Snap | Snowflake | Uber | Walmart | Yahoo,https://leetcode.com/problems/min-stack,"Stack, Design"
902,Flatten Nested List Iterator,MEDIUM,Stack,7,Apple | Linkedln | Netflix | Tesla | Twitter | Walmart | Yahoo,https://leetcode.com/problems/flatten-nested-list-iterator,"Stack, Tree, Depth-First Search, Design, Queue, Iterator"
903,Nested List Weight Sum II,MEDIUM,Stack,1,Linkedln,https://leetcode.com/problems/nested-list-weight-sum-ii,"Stack, Depth-First Search, Breadth-First Search"
904,Online Stock Span,MEDIUM,Stack,1,Microsoft,https://leetcode.com/problems/online-stock-span,"Stack, Design, Monotonic Stack, Data Stream"
905,Maximum Frequency Stack,HARD,Stack,4,PayPal | Salesforce | Snap | Uber,https://leetcode.com/problems/maximum-frequency-stack,"Hash Table, Stack, Design, Ordered Set"
906,Number of Recent Calls,EASY,Queue,2,Bloomberg | Databricks,https://leetcode.com/problems/number-of-recent-calls,"Design, Queue, Data Stream"
907,Largest Number After Digit Swaps by Parity,EASY,Queue,1,IBM,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity,"Sorting, Heap (Priority Queue)"
908,Cheapest Flights Within K Stops,MEDIUM,Queue,5,Apple | DEShaw | Snap | Snowflake | Stripe,https://leetcode.com/problems/cheapest-flights-within-k-stops,"Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path"
909,Exam Room,MEDIUM,Queue,1,Apple,https://leetcode.com/problems/exam-room,"Design, Heap (Priority Queue), Ordered Set"
910,Find Consecutive Integers from a Data Stream,MEDIUM,Queue,1,Intel,https://leetcode.com/problems/find-consecutive-integers-from-a-data-stream,"Hash Table, Design, Queue, Counting, Data Stream"
911,Minimum Cost to Reach City With Discounts,MEDIUM,Queue,1,Flipkart,https://leetcode.com/problems/minimum-cost-to-reach-city-with-discounts,"Graph, Heap (Priority Queue), Shortest Path"
912,Network Delay Time,MEDIUM,Queue,1,Netflix,https://leetcode.com/problems/network-delay-time,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path"
913,Stock Price Fluctuation,MEDIUM,Queue,1,Atlassian,https://leetcode.com/problems/stock-price-fluctuation,"Hash Table, Design, Heap (Priority Queue), Data Stream, Ordered Set"
914,Ugly Number II,MEDIUM,Queue,1,Google,https://leetcode.com/problems/ugly-number-ii,"Hash Table, Math, Dynamic Programming, Heap (Priority Queue)"
915,Find Median from Data Stream,HARD,Queue,15,Amazon | Apple | Citadel | Flipkart | Goldman Sachs | Google | Meta | Microsoft | NVIDIA | Oracle | PayPal | Salesforce | Snowflake | Spotify | Uber,https://leetcode.com/problems/find-median-from-data-stream,"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream"
916,Finding MK Average,HARD,Queue,1,Google,https://leetcode.com/problems/finding-mk-average,"Design, Queue, Heap (Priority Queue), Data Stream, Ordered Set"
917,Maximum Number of Ones,HARD,Queue,1,Qualcomm,https://leetcode.com/problems/maximum-number-of-ones,"Math, Greedy, Sorting, Heap (Priority Queue)"
918,Number of Possible Sets of Closing Branches,HARD,Queue,1,Atlassian,https://leetcode.com/problems/number-of-possible-sets-of-closing-branches,"Bit Manipulation, Graph, Heap (Priority Queue), Enumeration, Shortest Path"
919,Happy Number,EASY,Hash Table,12,Amazon | Apple | BlackRock | Cisco | Google | IBM | JP Morgan | Microsoft | PayPal | Snowflake | Swiggy | Twitter,https://leetcode.com/problems/happy-number,"Hash Table, Math, Two Pointers"
920,Logger Rate Limiter,EASY,Hash Table,6,Apple | Atlassian | Google | Intuit | Netflix | Oracle,https://leetcode.com/problems/logger-rate-limiter,"Hash Table, Design, Data Stream"
921,Count Largest Group,EASY,Hash Table,1,Bloomberg,https://leetcode.com/problems/count-largest-group,"Hash Table, Math"
922,Clone Graph,MEDIUM,Hash Table,6,Amazon | Google | Meta | NVIDIA | Uber | Yahoo,https://leetcode.com/problems/clone-graph,"Hash Table, Depth-First Search, Breadth-First Search, Graph"
923,All Nodes Distance K in Binary Tree,MEDIUM,Hash Table,5,DEShaw | Flipkart | Meta | Salesforce | Walmart,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
924,Amount of Time for Binary Tree to Be Infected,MEDIUM,Hash Table,5,Flipkart | Goldman Sachs | PayPal | ServiceNow | Snap,https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
925,Binary Tree Vertical Order Traversal,MEDIUM,Hash Table,3,Bloomberg | Meta | Snap,https://leetcode.com/problems/binary-tree-vertical-order-traversal,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree"
926,Design A Leaderboard,MEDIUM,Hash Table,3,Bloomberg | DEShaw | Databricks,https://leetcode.com/problems/design-a-leaderboard,"Hash Table, Design, Sorting"
927,Lowest Common Ancestor of a Binary Tree III,MEDIUM,Hash Table,3,Atlassian | Linkedln | Meta,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,"Hash Table, Two Pointers, Tree, Binary Tree"
928,Number of Distinct Islands,MEDIUM,Hash Table,3,Oracle | ServiceNow | Snap,https://leetcode.com/problems/number-of-distinct-islands,"Hash Table, Depth-First Search, Breadth-First Search, Union Find, Hash Function"
929,Random Flip Matrix,MEDIUM,Hash Table,1,Goldman Sachs,https://leetcode.com/problems/random-flip-matrix,"Hash Table, Math, Reservoir Sampling, Randomized"
930,Random Pick Index,MEDIUM,Hash Table,1,Meta,https://leetcode.com/problems/random-pick-index,"Hash Table, Math, Reservoir Sampling, Randomized"
931,Smallest Subtree with all the Deepest Nodes,MEDIUM,Hash Table,1,Salesforce,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
932,Throne Inheritance,MEDIUM,Hash Table,1,Snowflake,https://leetcode.com/problems/throne-inheritance,"Hash Table, Tree, Depth-First Search, Design"
933,Vertical Order Traversal of a Binary Tree,HARD,Hash Table,2,Meta | Oracle,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree"
934,Largest Color Value in a Directed Graph,HARD,Hash Table,1,Linkedln,https://leetcode.com/problems/largest-color-value-in-a-directed-graph,"Hash Table, Dynamic Programming, Graph, Topological Sort, Memoization, Counting"
935,Find the Celebrity,MEDIUM,Two Pointers,2,Google | Linkedln,https://leetcode.com/problems/find-the-celebrity,"Two Pointers, Graph, Interactive"
936,Maximum Depth of Binary Tree,EASY,Tree,11,Adobe | Amazon | Apple | Bloomberg | Linkedln | Meta | Microsoft | Qualcomm | Spotify | Uber | Yahoo,https://leetcode.com/problems/maximum-depth-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
937,Same Tree,EASY,Tree,10,Adobe | Amazon | Apple | Bloomberg | Flipkart | Google | Linkedln | Meta | Microsoft | Yahoo,https://leetcode.com/problems/same-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
938,Symmetric Tree,EASY,Tree,9,Adobe | Amazon | Apple | Bloomberg | Google | Linkedln | Meta | Microsoft | Yahoo,https://leetcode.com/problems/symmetric-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
939,Diameter of Binary Tree,EASY,Tree,7,Amazon | Apple | Google | Linkedln | Meta | Visa | Walmart,https://leetcode.com/problems/diameter-of-binary-tree,"Tree, Depth-First Search, Binary Tree"
940,Path Sum,EASY,Tree,6,Adobe | Amazon | Goldman Sachs | Google | Meta | PayPal,https://leetcode.com/problems/path-sum,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
941,Balanced Binary Tree,EASY,Tree,5,Adobe | Apple | Google | Meta | Uber,https://leetcode.com/problems/balanced-binary-tree,"Tree, Depth-First Search, Binary Tree"
942,Minimum Depth of Binary Tree,EASY,Tree,4,Adobe | Google | Meta | Uber,https://leetcode.com/problems/minimum-depth-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
943,Invert Binary Tree,EASY,Tree,2,Amazon | Oracle,https://leetcode.com/problems/invert-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
944,Leaf-Similar Trees,EASY,Tree,1,Snowflake,https://leetcode.com/problems/leaf-similar-trees,"Tree, Depth-First Search, Binary Tree"
945,Second Minimum Node In a Binary Tree,EASY,Tree,1,Linkedln,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree,"Tree, Depth-First Search, Binary Tree"
946,Binary Tree Zigzag Level Order Traversal,MEDIUM,Tree,14,Adobe | Amazon | Bloomberg | ByteDance | Citadel | Flipkart | Google | Intuit | Linkedln | Meta | Microsoft | Oracle | ServiceNow | Walmart,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,"Tree, Breadth-First Search, Binary Tree"
947,Binary Tree Level Order Traversal,MEDIUM,Tree,11,Adobe | Amazon | Apple | Bloomberg | Google | Intuit | Linkedln | Meta | Microsoft | Uber | Yahoo,https://leetcode.com/problems/binary-tree-level-order-traversal,"Tree, Breadth-First Search, Binary Tree"
948,Lowest Common Ancestor of a Binary Tree,MEDIUM,Tree,11,Amazon | Apple | Atlassian | Flipkart | Google | Intuit | Linkedln | Meta | Microsoft | Oracle | Salesforce,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,"Tree, Depth-First Search, Binary Tree"
949,Binary Tree Right Side View,MEDIUM,Tree,9,Bloomberg | Flipkart | Google | JP Morgan | Meta | Oracle | ServiceNow | Uber | Walmart,https://leetcode.com/problems/binary-tree-right-side-view,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
950,Path Sum II,MEDIUM,Tree,5,Amazon | Flipkart | Meta | Oracle | Walmart,https://leetcode.com/problems/path-sum-ii,"Backtracking, Tree, Depth-First Search, Binary Tree"
951,Boundary of Binary Tree,MEDIUM,Tree,4,BlackRock | Snowflake | Uber | Walmart,https://leetcode.com/problems/boundary-of-binary-tree,"Tree, Depth-First Search, Binary Tree"
952,Sum Root to Leaf Numbers,MEDIUM,Tree,3,Meta | ServiceNow | Visa,https://leetcode.com/problems/sum-root-to-leaf-numbers,"Tree, Depth-First Search, Binary Tree"
953,Binary Tree Level Order Traversal II,MEDIUM,Tree,2,Google | Meta,https://leetcode.com/problems/binary-tree-level-order-traversal-ii,"Tree, Breadth-First Search, Binary Tree"
954,Closest Leaf in a Binary Tree,MEDIUM,Tree,2,Databricks | Linkedln,https://leetcode.com/problems/closest-leaf-in-a-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
955,Find Largest Value in Each Tree Row,MEDIUM,Tree,2,Apple | Linkedln,https://leetcode.com/problems/find-largest-value-in-each-tree-row,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
956,Path Sum III,MEDIUM,Tree,2,Flipkart | Salesforce,https://leetcode.com/problems/path-sum-iii,"Tree, Depth-First Search, Binary Tree"
957,All Possible Full Binary Trees,MEDIUM,Tree,1,NVIDIA,https://leetcode.com/problems/all-possible-full-binary-trees,"Dynamic Programming, Tree, Recursion, Memoization, Binary Tree"
958,Binary Tree Longest Consecutive Sequence,MEDIUM,Tree,1,Walmart,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence,"Tree, Depth-First Search, Binary Tree"
959,Binary Tree Upside Down,MEDIUM,Tree,1,Linkedln,https://leetcode.com/problems/binary-tree-upside-down,"Tree, Depth-First Search, Binary Tree"
960,Count Nodes Equal to Average of Subtree,MEDIUM,Tree,1,Snowflake,https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree,"Tree, Depth-First Search, Binary Tree"
